,text
1619,"@henrymcmaster More vaccine doses are on the way, and I expect hospitals and other providers will provide the necessary resources to ramp up distribution in the days to come."
1620,"@henrymcmaster Providing assistance to nursing homes, long-term facilities, and other at-risk populations such as those over the age of 70 remains a high priority."
1621,"We had a very good briefing today hosted by Governor @henrymcmaster along with input from the South Carolina Hospital Association, S.C. Department of Health and Environmental Control (DHEC) and others, regarding South Carolina’s vaccine distribution program."
1622,"@SecPompeo Concentration camps. 
 Reeducation centers.  Chinese Community Party persecution and repression on a historic scale.  

I hope the rest of the civilized world will take note of the State Department’s action and follow their lead in due course."
1623,"A very bold and necessary step by @SecPompeo and the Trump Administration to declare the destruction of the Chinese Uyghurs genocide by the Chinese Communist Party.  

This is a rare, but very important designation from the State Department. https://t.co/Y8Fgmv8MRd"
1624,"I’m very sorry to hear of the passing of former Myrtle Beach Mayor John Rhodes. My prayers are with his family and friends. He was a great friend who was always there for his constituents.  He dedicated so much of his life to his beloved Myrtle Beach. Rest In Peace, my friend."
1625,In these troubled times we need to pursue Dr. King’s dream for America with passion and vigor. The words of his “I Have a Dream” address mean as much today as when they were delivered. Dr. King is a true American inspiration.
1626,"RT @dcexaminer: .@LindseyGrahamSC: ""What good comes from impeaching Donald Trump after he leaves office? ...

If we embrace an unconstituti…"
1627,"My letter to Democratic Leader Schumer. 

The Senate should vote to dismiss the article of impeachment once it is received in the Senate. We will be delaying indefinitely, if not forever, the healing of this great Nation if we do otherwise. https://t.co/fjVcf7iVPf"
1628,Looking forward to a round of golf with Larry but will insist on strokes. Enjoy your retirement.
1629,"Most importantly, Larry is a good friend and a great man. The Clemson golf program is nationally renowned and above reproach, and all of that is a result of the leadership and mentorship that Larry provided his team."
1630,"Congratulations to Coach Larry Penley on his retirement. A 38-year success story as head golf coach at Clemson with a national championship and numerous Clemson players going on to the PGA. One heck of a ride. 

https://t.co/3D6CFOghVr https://t.co/3D6CFOghVr"
1631,"Andy was an American success story who provided jobs to many and service to his community. The State paper’s headline is so appropriate - goodbye, my friend.

https://t.co/FNQtyGB8Oo"
1632,I’ve been a regular customer since Andy’s opened and was always greeted with kindness and provided a terrific meal. The Andy special is one of the best sandwiches in the history of food.
1633,"Very sad to hear of the passing of Andy Shlon, the founder and owner of Andy’s Deli, an iconic restaurant in Columbia. My prayers are with his family and many friends."
1634,If it is true that National Guard troop requests were denied because of ‘optics’ that would be an unforgivable mistake in judgment that should carry serious consequences.
1635,"An independent investigation is warranted, and I will do my best to ensure those in responsible positions - at every level - are held accountable."
1636,"Very interesting storyline developing regarding potential denial of requests for National Guard troops, made by Capitol Hill police, to the House Sergeant at Arms.  

https://t.co/Lm4nklE8hf"
1637,"@harrisonjaime @DNC I always like it when South Carolinians are recognized for their talents and accept leadership positions.   

Good luck @harrisonjaime, but not too much luck!"
1638,"Congratulations to @harrisonjaime for being selected as Chair of the @DNC.  

This is a big honor and I’m confident he will do a good job representing the Democratic cause. 
 Jaime will be a formidable opponent. https://t.co/NhiMGGLORp"
1639,Speaking with @seanhannity in just a few minutes on Fox News.
1640,"If President-elect Biden truly seeks unity, he has an opportunity to make a major step in that direction by rejecting post-presidential impeachment."
1641,"Its now time for President-elect Biden to reject post presidential impeachment because of the destructive force it would have on the presidency and nation. 

Every president is subject to the laws of the land.  However, impeachment is political and will further divide the nation."
1642,"The House impeached President Trump without a hearing or witness, and the Senate Democrats would be willing to continue this division and legitimize the House procedures. 

Senator McConnell’s decision to withhold consent to start the trial before inauguration is the right call."
1643,It is now time for President-elect Biden to rise to the occasion and instruct his party to call off post-presidential impeachment proceedings.
1644,"President Trump’s statement tonight hit the mark.  

He rejected violence, unequivocally condemned those who defiled our Capitol, called for full accountability, and emphasized those who engage in violence tarnish the movement.  

His speech helps move the country move forward."
1645,"President Trump’s statement today calling for calm and turning down the heat is much-needed and needs to be matched by the actions of others.
 
We can and must get through this difficult time in our nation’s history."
1646,"President Trump will be leaving office next Tuesday, and impeachment in the House and trial in the Senate within a week would do great damage to our institutions and could insight further violence."
1647,"Very pleased for the nation to hear that Majority Leader McConnell will not consent to a snap impeachment trial of President Trump.

https://t.co/lN8YCOo1w5"
1648,The individuals who participated in the storming of the Capitol should be met with the full force of the law. They should and will be held accountable.
1649,The millions who have supported President Trump and his agenda should not be demonized because of the despicable actions of a seditious mob.
1650,"Impeachment should never be a ‘do-over,’ but that is what Democrats are seeking to do today.   
 
To my Republican colleagues who legitimize this process, you are doing great damage not only to the country, the future of the presidency, but also to the party."
1651,"Now they seek to do it again, believing that this effort will wash for history the fact that the first impeachment was based on the thinnest of pretenses: a phone call with the leader of Ukraine."
1652,Democrats have already impeached the President once over a matter which was not worthy of that process.
1653,"As to Senate leadership, I fear they are making the problem worse, not better. 
 
The last thing the country needs is an impeachment trial of a president who is leaving office in one week."
