,text
2456,A welcoming tradition for our new students: Founders Walk! https://t.co/0HSh8U7WJm
2457,"Rand got some new wallpaper this week, @VandyBoys 😍 https://t.co/TqaNZAm3lz"
2458,"RT @vucommodores: A picture perfect campus. 📸

@VanderbiltU is the most-Instagrammed college campus in Tennessee. 

🔗 https://t.co/cbxPPkJP…"
2459,We are a Vanderbilt family! #VU2023 https://t.co/UN1M6ZLNO6
2460,"RT @VU_Chancellor: Welcome to Vanderbilt, Class of 2023! Interim Chancellor Wente greeted new students and their families at Move-In Day th…"
2461,"Anchor Down, Commodores! https://t.co/Kf3oVsZXU4"
2462,Take a look at Move-In Day from the perspective of the Move Crew! #VU2023 https://t.co/pXsFSPyQKg
2463,"""This is the best Move In ever!"" -- thanks in part to @VUSafety's K9 Officer Jack greeting the new arrivals. #VU2023 https://t.co/FVMOuBdswT"
2464,"Welcome to Vanderbilt, #VU2023! https://t.co/uzoZNUcnTP"
2465,It's a beautiful day to welcome some new Commodores! #VU2023 https://t.co/Dx3J5HTqB6
2466,"Happy Move-In Day, #VU2023! https://t.co/7TSzqiDgLg"
2467,Just about two weeks until the @VandyFootball season begins! Interim Chancellor Susan R. Wente dropped by practice Thursday to cheer on the team and help them #AnchorDown. https://t.co/FKu5wMVVEw
2468,"RT @VU_Chancellor: Susan R. Wente begins her tenure as @vanderbiltu interim chancellor today. Learn more about her remarkable career, her g…"
2469,"""If one is lucky in life, one gets to be part of a community like Vanderbilt—a place with limitless creativity, full of people smarter than oneself, intent on nothing less than changing the world. I'm profoundly grateful for what we’ve built together."" https://t.co/u1e7rc16Ha"
2470,"Dear Chancellor Zeppos: The Vanderbilt community offers their gratitude and well wishes. 

https://t.co/pTHCiAuz38"
2471,"On Chancellor Zeppos’ last day, we take a look back at his tenure: https://t.co/yROfzZPHhx 

See more photos through the years at https://t.co/u2YrHXyIoY https://t.co/J9dGDmIK2w"
2472,"Nicholas Zeppos changed the Vanderbilt campus, university financial aid and much more, all for the better. Via @Tennessean 

https://t.co/EgLVEqlBTw"
2473,"With Nicholas Zeppos at the helm, Vanderbilt boomed with the rest of the city, and he became an important voice in the business community. As he prepares to leave, some of his work is unfinished. But such is the job. Via @nashvillebiz 

https://t.co/CIIifxLZ5V"
2474,"We are grateful to Chancellor Nicholas S. Zeppos for his leadership and stewardship over the past 11 years. As we prepare to say farewell on his last day, tell us in the replies: What will you miss most about Chancellor Z? 

Read more about his legacy at https://t.co/OUxTGkwuaO https://t.co/b9PGF1zRPo"
2475,Vanderbilt is #15 on @Money’s 2019 #BestColleges in America list. Learn more at https://t.co/BU8pOCMPyT https://t.co/nLCQ9sjOOY
2476,"Move In has begun for our new international students. Welcome to Nashville, #VU2023! https://t.co/7Ukb826Y1p https://t.co/IulQoGLUgx"
2477,"Vanderbilt is partnering with #Nashville organizations Preservation Station and Project Return in its efforts to preserve a part of Nashville’s vibrant cultural history, the Manuel House.

Read more at https://t.co/UpUkr3Zwdj https://t.co/QfoHBQlg6S"
2478,RT @vucommodores: Vanderbilt Athletics has announced that alcohol will be available for purchase by the general public at Vanderbilt Stadiu…
2479,"Meet the Vanderbilt alpacas that could cure autism, Alzheimer’s and cancer. 

Read more about this special pack of #alpacas at https://t.co/J4ryf4ueLZ https://t.co/U1ewkKUSbK"
2480,"Vanderbilt is ranked No. 1 for “Best Quality of Life” in The Princeton Review’s 2020 Best Colleges rankings -- also receiving high marks for financial aid, happiest students, college city and much more! 

Check out the list at https://t.co/otrH0L6EkM https://t.co/PjdPMdB4Of"
2481,"Vanderbilt continues to build upon a strong foundation laid by generations of top-achieving students, renowned faculty, dedicated staff and a supportive community of alumni and friends. Read about our highlights at https://t.co/4qaJCovxvu. https://t.co/pgPRtQqV1y"
2482,VU employees invited to @VandyFootball practice Aug. 15. Details at https://t.co/RYL2RTdxwC https://t.co/XgGXf1H1TX
2483,"VUPD’s community K-9 officer, Officer Jack, is ready to meet #VU2023! 🐶⚓️⬇️ 

In honor of move-in, we’re giving a Bose Soundlink II to one lucky student! 

To enter, head to https://t.co/QpnhJg8xAg. No Instagram? No problem! You can enter at https://t.co/xmtnZKeSda. @VUSafety https://t.co/atB8pyqiEx"
2484,"#VU2023, you’re not the only ones busy packing! This crew is getting swag bags ready for you at The Ingram Commons. https://t.co/exKHjR95bu"
2485,"RT @vucommodores: Commodore Nation we appreciate you being here. 

One more hour of Dore Jam. Stop on by. 

#AnchorDown https://t.co/oJyO9A…"
2486,"RT @vucommodores: From Commodores to Cavs, Brentwood boys stick together. ⚓️

#AnchorDown https://t.co/PuAoOrlLUR"
2487,"RT @vucommodores: Dore Jam has officially started.⭐️

@VandySoccer is looking forward to kicking off the year with you at our first event.…"
2488,In one week we’ll fill in that 3 with our new Commodores. We can’t wait to meet you #VU2023! 💛🖤 #vandygram #anchordown https://t.co/miP4VtYkbK
2489,"Which diets are the greenest? In a new commentary on human impacts on climate change, @vanderbiltEES's Jonathan Gilligan says behavioral science is a key to understanding and adopting the most environmentally friendly dietary changes. Learn more at https://t.co/QDV7ohxmaX https://t.co/GdO8I3Dlwu"
2490,"""We compete against the top schools academically and athletically. I think that's really what you come to school for."" 

On the championship @vandyboys team, 13 student-athletes earned SEC Academic Honor Roll, and 13 were selected in the @MLB Draft. More: https://t.co/E2wK1VVUgF https://t.co/4aNYRjbJZ7"
2491,"Remember @vucommodores fans, tomorrow is your chance to meet your favorite student-athletes, get autographs, and hang out with Mr. C! The fun starts at 3 p.m. at the Vanderbilt Multipurpose Facility. https://t.co/ys9LDhWupR"
2492,RT @VU_Provost: Save the date: Fall Faculty Assembly is Aug. 22 at 4:10 p.m. in the Student Life Center Ballroom. We look forward to seeing…
2493,"Living on campus has to be better than camping on ice, but @DMantarctica has done both! This year he’s the faculty head of house for Memorial House. #VU2023, learn more about his hunt for the oldest ice on earth at https://t.co/fCAUtMfolc https://t.co/CPpQ2YIeyC"
2494,"@NatGeo If you're interested in this research, you can see more from Professor DeSantis on our website. https://t.co/P5ml009pLg"
2495,"Students returning to campus might recognize @Danny_Coradazzi. He’s the area coordinator for Alumni Lawn and E. Bronson Ingram College, but his real passion is the students. Learn more about him at https://t.co/ybXEUiGZ3b https://t.co/xBi3ik1GO9"
2496,"Congrats to our Tower Implosion Giveaway Winners - Jake P., Jonathan C., Courtney F., Kamanthe K., and Anna W.! Follow us on our other social media platforms for more upcoming giveaways. 🎉"
2497,.@VanderbiltNurse created an interactive art installation outside the school to call attention to victims of human trafficking. #RedSandProject #RedSandProjectTN https://t.co/DAVeyBVeo3
2498,"“None of us is alone — each of us is dependent on others,” Nobel and Pulitzer Prize-winning author Toni Morrison told Vanderbilt graduates in 2013.

We send our condolences to her family. Watch her full address below.
https://t.co/vPrGcQuQUt"
2499,"Lions, saber-tooth cats and dire wolves, oh my! Paleontologist Larisa DeSantis’ decade-long study of the @labreatarpits explains why today we’re dealing with coyotes in our garbage cans and not big cats taking over our towns. Learn more at https://t.co/KRlcMquJUC https://t.co/Rr5goavvww"
2500,"#VU2023 get familiar with this face -- @MGresalfi is a @vupeabody professor and the new dean of The Ingram Commons.

Learn more about her and her passion for opening up opportunities for each student at https://t.co/27CVVRmkBk https://t.co/XEccmptPNt"
2501,Planning your transition into dorm living? Check out our A-Dore-Able Dorms board on Pinterest for all your Vandy Inspo: https://t.co/m4MBP2vmz4 #VU2023 https://t.co/WUaIL8BUpJ
2502,"Think your little one's IQ is improving as they watch Sesame Street? Think again.

New research from @VUPeabody's @geotro shows that young children need face-to-face encounters in order to learn new information.

Read more at https://t.co/lM96pHg8vN https://t.co/gTCyni3Tnj"
2503,"RT @vucommodores: We're proud to announce our 2019 Vanderbilt Athletics Hall of Fame inductees.

#AnchorDown

https://t.co/tTN6XPbrAw"
2504,"Earlier this summer, Vanderbilt's @blairschool hosted its first Nashville Suzuki Institute, offering young musicians the opportunity to study with world-class cello and violin instructors. 🎻 

Read more at https://t.co/wRdeSBugxD https://t.co/ldnwo87ge0"
2505,"For some people, this might qualify as #ThingsThatGiveMeAnxiety, but we just think it's cool. Read more at  https://t.co/cSwJ6LlNo8 https://t.co/lzqDuHhyzl"
2506,"Primary voters support the presidential candidate they like best, not the one who's winning the most, new Vanderbilt research shows. 

Learn more at https://t.co/XjsCsn12NL #DemDebate https://t.co/6c8TF6qWXN"
2507,"Actor, director who performs in @Nashvilleshakes 'The Tempest' to teach @VanderbiltU this year #SummerShakespeare https://t.co/7ifRNmJxCq"
2508,"If you didn't get a clear shot of the implosion Saturday, don't worry - we've got all your angles covered. 😉 https://t.co/kkBItCrwTt"
2509,"⚡️ The Implosion of Carmichael Tower 3

https://t.co/BVonimNhTp"
2510,"The implosion of Carmichael Tower 3, up close and personal. https://t.co/jt6MEFpHN2"
2511,"The Frist Center for Autism and Innovation, a new center that brings engineers, business scholars and disabilities researchers together with experts in neuroscience and education, celebrated its grand opening on Thursday, July 25. 

Read more at https://t.co/gh3HYb6JVv https://t.co/DSbCJ1NHl5"
2512,And then there were three (towers left). 🤯 https://t.co/grYQrtdtqL
2513,"Congratulations to Gail Williams and @DrCHWilkins for selection in @YWCANashville Academy for Women of Achievement #womenleading

https://t.co/GGXI8a0iUa"
2514,"Before. 
After. 

Next: https://t.co/r29oG4WIWU https://t.co/wt0WIQxBu6"
2515,".@vucommodores’ fans will have the opportunity to meet their favorite student-athletes, get autographs, listen to live music and participate in an array of family-oriented activities Aug. 10 

https://t.co/ys9LDhWupR"
2516,"Carmichael West Tower 3 may be gone, but the memories live on forever. 

As we celebrate the past, we also plan for the future: Learn more about what's next for the West End Neighborhood at https://t.co/IPU7m0gGcJ https://t.co/3BAHUiW6ts"
2517,"Watch the full video of the implosion of Carmichael West Tower 3, visit the Towers store, and learn more about what's next for the West End neighborhood. https://t.co/IPU7m0gGcJ"
2518,Boom! https://t.co/TV8qSicdzS
2519,Getting ready to go BOOM! 💥 Watch at https://t.co/IPU7m0gGcJ at 9am CT https://t.co/H8mR34Rhvy
2520,It's almost time! Carmichael Tower 3 will be imploded at 9 a.m. CT; tune in to our live stream beginning at 8:30 a.m. at https://t.co/IPU7m0gGcJ https://t.co/6U76V7FFMH
2521,"Reminder: Road closures, blast perimeter for Carmichael Tower 3 implosion Saturday morning 

https://t.co/CsbjQMNuoP"
2522,@TheScaryNature Watch the full video 👇and read more at https://t.co/cSwJ6LlNo8 https://t.co/r3EQNbjZg6
2523,"RT @Nick_Zeppos: Are you ready for Saturday’s Carmichael Towers implosion? The demolition is a big moment, but it is especially exciting be…"
2524,"RT @Tennessean: Vanderbilt's Mo Hasan founded Second Spoon to reduce waste, feed homeless https://t.co/4GQqrHkLsZ"
2525,"Road closures, blast perimeter for Carmichael Tower 3 implosion Saturday. Details at https://t.co/CsbjQMNuoP https://t.co/lKbnAiHIuh"
2526,"Tomorrow’s the big day - Carmichael West Tower 3 is coming down at 9 a.m. CT. Be sure and tune in to watch the implosion live beginning at 8:30, and enter our giveaway at https://t.co/CdzekmoEOy!

Multiple entries allowed. https://t.co/O14pjTzLq2"
2527,Researchers at @VandyBME have discovered a way to track down and kill escaping #cancer cells during surgery. Read more at https://t.co/rwfnGm83p1 https://t.co/uJb2G1vvBa
